"site"	"ID"	"session"	"run"	"trial"	"cue"	"prepost"	"group"	"pressFreq"	"outcomeliking"
"Rutgers"	1	1	1	1	"Valued"	"pre"	"1-day"	3.799998	3
"Rutgers"	1	1	1	2	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	3	"Valued"	"pre"	"1-day"	3.499998	3
"Rutgers"	1	1	1	4	"Devalued"	"pre"	"1-day"	4.65	3
"Rutgers"	1	1	1	5	"Valued"	"pre"	"1-day"	5.700004	3
"Rutgers"	1	1	1	6	"Devalued"	"pre"	"1-day"	3.999997	3
"Rutgers"	1	1	1	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	8	"Valued"	"pre"	"1-day"	4.099998	3
"Rutgers"	1	1	1	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	10	"Devalued"	"pre"	"1-day"	5.200002	3
"Rutgers"	1	1	1	11	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	12	"Valued"	"pre"	"1-day"	2.449999	3
"Rutgers"	1	1	1	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	14	"Devalued"	"pre"	"1-day"	7.750011	3
"Rutgers"	1	1	1	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	16	"Valued"	"pre"	"1-day"	3.099998	3
"Rutgers"	1	1	1	17	"Devalued"	"pre"	"1-day"	5.300002	3
"Rutgers"	1	1	1	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	1	19	"Devalued"	"pre"	"1-day"	10.30002	3
"Rutgers"	1	1	1	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	2	"Devalued"	"pre"	"1-day"	5.650003	3
"Rutgers"	1	1	2	3	"Valued"	"pre"	"1-day"	3.049998	3
"Rutgers"	1	1	2	4	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	5	"Devalued"	"pre"	"1-day"	5.300002	3
"Rutgers"	1	1	2	6	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	7	"Valued"	"pre"	"1-day"	2.849998	3
"Rutgers"	1	1	2	8	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	9	"Devalued"	"pre"	"1-day"	10.45002	3
"Rutgers"	1	1	2	10	"Valued"	"pre"	"1-day"	5.500003	3
"Rutgers"	1	1	2	11	"Devalued"	"pre"	"1-day"	6.000005	3
"Rutgers"	1	1	2	12	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	13	"Devalued"	"pre"	"1-day"	4.549999	3
"Rutgers"	1	1	2	14	"Valued"	"pre"	"1-day"	3.799998	3
"Rutgers"	1	1	2	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	16	"Valued"	"pre"	"1-day"	3.349998	3
"Rutgers"	1	1	2	17	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	18	"Valued"	"pre"	"1-day"	5.350002	3
"Rutgers"	1	1	2	19	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	1	1	2	20	"Devalued"	"pre"	"1-day"	4.7	3
"Rutgers"	1	1	3	1	"Valued"	"post"	"1-day"	4.099998	3
"Rutgers"	1	1	3	2	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	1	1	3	3	"Valued"	"post"	"1-day"	5.350002	3
"Rutgers"	1	1	3	4	"Devalued"	"post"	"1-day"	3.099998	1
"Rutgers"	1	1	3	5	"Valued"	"post"	"1-day"	5.800004	3
"Rutgers"	1	1	3	6	"Devalued"	"post"	"1-day"	2.999998	1
"Rutgers"	1	1	3	7	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	1	1	3	8	"Devalued"	"post"	"1-day"	3.599998	1
"Rutgers"	1	1	3	9	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	2	1	1	1	"Devalued"	"pre"	"1-day"	3.649998	5
"Rutgers"	2	1	1	2	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	3	"Valued"	"pre"	"1-day"	2.599999	4
"Rutgers"	2	1	1	4	"Devalued"	"pre"	"1-day"	3.449998	5
"Rutgers"	2	1	1	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	6	"Valued"	"pre"	"1-day"	4.499999	4
"Rutgers"	2	1	1	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	8	"Devalued"	"pre"	"1-day"	4.249998	5
"Rutgers"	2	1	1	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	10	"Valued"	"pre"	"1-day"	4.349998	4
"Rutgers"	2	1	1	11	"Devalued"	"pre"	"1-day"	7.900012	5
"Rutgers"	2	1	1	12	"Valued"	"pre"	"1-day"	2.699999	4
"Rutgers"	2	1	1	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	14	"Devalued"	"pre"	"1-day"	7.800012	5
"Rutgers"	2	1	1	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	16	"Devalued"	"pre"	"1-day"	4.149998	5
"Rutgers"	2	1	1	17	"Valued"	"pre"	"1-day"	1.15	4
"Rutgers"	2	1	1	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	1	19	"Valued"	"pre"	"1-day"	1.15	4
"Rutgers"	2	1	1	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	2	"Devalued"	"pre"	"1-day"	10.10002	5
"Rutgers"	2	1	2	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	4	"Valued"	"pre"	"1-day"	1.05	4
"Rutgers"	2	1	2	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	6	"Valued"	"pre"	"1-day"	3.099998	4
"Rutgers"	2	1	2	7	"Devalued"	"pre"	"1-day"	4.8	5
"Rutgers"	2	1	2	8	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	9	"Devalued"	"pre"	"1-day"	6.900008	5
"Rutgers"	2	1	2	10	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	11	"Devalued"	"pre"	"1-day"	4.900001	5
"Rutgers"	2	1	2	12	"Valued"	"pre"	"1-day"	3.749998	4
"Rutgers"	2	1	2	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	14	"Valued"	"pre"	"1-day"	5.250002	4
"Rutgers"	2	1	2	15	"Devalued"	"pre"	"1-day"	3.249998	5
"Rutgers"	2	1	2	16	"Valued"	"pre"	"1-day"	5.150002	4
"Rutgers"	2	1	2	17	"Devalued"	"pre"	"1-day"	3.549998	5
"Rutgers"	2	1	2	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	2	19	"Valued"	"pre"	"1-day"	2.749999	4
"Rutgers"	2	1	2	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	2	1	3	1	"Devalued"	"post"	"1-day"	0.8000001	3
"Rutgers"	2	1	3	2	"Valued"	"post"	"1-day"	1.3	4
"Rutgers"	2	1	3	3	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	2	1	3	4	"Valued"	"post"	"1-day"	3.249998	4
"Rutgers"	2	1	3	5	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	2	1	3	6	"Valued"	"post"	"1-day"	4.099998	4
"Rutgers"	2	1	3	7	"Devalued"	"post"	"1-day"	2.049999	3
"Rutgers"	2	1	3	8	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	2	1	3	9	"Devalued"	"post"	"1-day"	1.5	3
"Rutgers"	3	1	1	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	2	"Devalued"	"pre"	"1-day"	4.65	3
"Rutgers"	3	1	1	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	4	"Devalued"	"pre"	"1-day"	6.650007	3
"Rutgers"	3	1	1	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	6	"Devalued"	"pre"	"1-day"	8.150013	3
"Rutgers"	3	1	1	7	"Valued"	"pre"	"1-day"	7.550011	5
"Rutgers"	3	1	1	8	"Devalued"	"pre"	"1-day"	4.8	3
"Rutgers"	3	1	1	9	"Valued"	"pre"	"1-day"	10.10002	5
"Rutgers"	3	1	1	10	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	11	"Devalued"	"pre"	"1-day"	5.600003	3
"Rutgers"	3	1	1	12	"Valued"	"pre"	"1-day"	7.50001	5
"Rutgers"	3	1	1	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	14	"Devalued"	"pre"	"1-day"	4.65	3
"Rutgers"	3	1	1	15	"Valued"	"pre"	"1-day"	7.30001	5
"Rutgers"	3	1	1	16	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	17	"Valued"	"pre"	"1-day"	8.400014	5
"Rutgers"	3	1	1	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	1	19	"Valued"	"pre"	"1-day"	5.000001	5
"Rutgers"	3	1	1	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	2	"Valued"	"pre"	"1-day"	7.35001	5
"Rutgers"	3	1	2	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	4	"Devalued"	"pre"	"1-day"	7.700011	3
"Rutgers"	3	1	2	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	6	"Devalued"	"pre"	"1-day"	10.65002	3
"Rutgers"	3	1	2	7	"Valued"	"pre"	"1-day"	4.85	5
"Rutgers"	3	1	2	8	"Devalued"	"pre"	"1-day"	4.85	3
"Rutgers"	3	1	2	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	10	"Valued"	"pre"	"1-day"	8.050013	5
"Rutgers"	3	1	2	11	"Devalued"	"pre"	"1-day"	5.500003	3
"Rutgers"	3	1	2	12	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	13	"Valued"	"pre"	"1-day"	10.70002	5
"Rutgers"	3	1	2	14	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	15	"Devalued"	"pre"	"1-day"	5.400002	3
"Rutgers"	3	1	2	16	"Valued"	"pre"	"1-day"	4.399999	5
"Rutgers"	3	1	2	17	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	2	18	"Devalued"	"pre"	"1-day"	5.550003	3
"Rutgers"	3	1	2	19	"Valued"	"pre"	"1-day"	6.600007	5
"Rutgers"	3	1	2	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	3	1	3	1	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	3	1	3	2	"Valued"	"post"	"1-day"	4.65	0
"Rutgers"	3	1	3	3	"Devalued"	"post"	"1-day"	3.499998	0
"Rutgers"	3	1	3	4	"Valued"	"post"	"1-day"	4.549999	0
"Rutgers"	3	1	3	5	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	3	1	3	6	"Devalued"	"post"	"1-day"	5.150002	0
"Rutgers"	3	1	3	7	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	3	1	3	8	"Devalued"	"post"	"1-day"	5.650003	0
"Rutgers"	3	1	3	9	"Valued"	"post"	"1-day"	5.350002	0
"Rutgers"	4	1	1	1	"Valued"	"pre"	"1-day"	0.35	4
"Rutgers"	4	1	1	2	"Devalued"	"pre"	"1-day"	4.299998	4
"Rutgers"	4	1	1	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	4	"Valued"	"pre"	"1-day"	6.350006	4
"Rutgers"	4	1	1	5	"Devalued"	"pre"	"1-day"	3.949997	4
"Rutgers"	4	1	1	6	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	7	"Valued"	"pre"	"1-day"	5.300002	4
"Rutgers"	4	1	1	8	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	9	"Devalued"	"pre"	"1-day"	7.40001	4
"Rutgers"	4	1	1	10	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	11	"Valued"	"pre"	"1-day"	6.000005	4
"Rutgers"	4	1	1	12	"Devalued"	"pre"	"1-day"	5.300002	4
"Rutgers"	4	1	1	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	14	"Valued"	"pre"	"1-day"	5.950005	4
"Rutgers"	4	1	1	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	16	"Devalued"	"pre"	"1-day"	4.8	4
"Rutgers"	4	1	1	17	"Valued"	"pre"	"1-day"	4.75	4
"Rutgers"	4	1	1	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	1	19	"Devalued"	"pre"	"1-day"	5.150002	4
"Rutgers"	4	1	1	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	2	"Devalued"	"pre"	"1-day"	4.249998	4
"Rutgers"	4	1	2	3	"Valued"	"pre"	"1-day"	7.050009	4
"Rutgers"	4	1	2	4	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	5	"Valued"	"pre"	"1-day"	5.200002	4
"Rutgers"	4	1	2	6	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	7	"Valued"	"pre"	"1-day"	7.850012	4
"Rutgers"	4	1	2	8	"Devalued"	"pre"	"1-day"	7.000009	4
"Rutgers"	4	1	2	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	10	"Devalued"	"pre"	"1-day"	5.600003	4
"Rutgers"	4	1	2	11	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	12	"Devalued"	"pre"	"1-day"	8.000012	4
"Rutgers"	4	1	2	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	14	"Valued"	"pre"	"1-day"	7.850012	4
"Rutgers"	4	1	2	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	16	"Devalued"	"pre"	"1-day"	4.599999	4
"Rutgers"	4	1	2	17	"Valued"	"pre"	"1-day"	6.600007	4
"Rutgers"	4	1	2	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	4	1	2	19	"Devalued"	"pre"	"1-day"	7.900012	4
"Rutgers"	4	1	2	20	"Valued"	"pre"	"1-day"	4.75	4
"Rutgers"	4	1	3	1	"Valued"	"post"	"1-day"	4.299998	3
"Rutgers"	4	1	3	2	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	4	1	3	3	"Devalued"	"post"	"1-day"	5.250002	1
"Rutgers"	4	1	3	4	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	4	1	3	5	"Valued"	"post"	"1-day"	5.650003	3
"Rutgers"	4	1	3	6	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	4	1	3	7	"Devalued"	"post"	"1-day"	6.300006	1
"Rutgers"	4	1	3	8	"Valued"	"post"	"1-day"	5.550003	3
"Rutgers"	4	1	3	9	"Devalued"	"post"	"1-day"	5.750004	1
"Rutgers"	5	1	1	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	2	"Devalued"	"pre"	"1-day"	1.05	3
"Rutgers"	5	1	1	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	4	"Valued"	"pre"	"1-day"	6.200006	5
"Rutgers"	5	1	1	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	6	"Valued"	"pre"	"1-day"	4.75	5
"Rutgers"	5	1	1	7	"Devalued"	"pre"	"1-day"	4.900001	3
"Rutgers"	5	1	1	8	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	9	"Valued"	"pre"	"1-day"	9.450018	5
"Rutgers"	5	1	1	10	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	11	"Valued"	"pre"	"1-day"	5.400002	5
"Rutgers"	5	1	1	12	"Devalued"	"pre"	"1-day"	7.35001	3
"Rutgers"	5	1	1	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	14	"Devalued"	"pre"	"1-day"	9.150017	3
"Rutgers"	5	1	1	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	1	16	"Valued"	"pre"	"1-day"	7.950012	5
"Rutgers"	5	1	1	17	"Devalued"	"pre"	"1-day"	7.35001	3
"Rutgers"	5	1	1	18	"Valued"	"pre"	"1-day"	5.400002	5
"Rutgers"	5	1	1	19	"Devalued"	"pre"	"1-day"	5.200002	3
"Rutgers"	5	1	1	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	1	"Valued"	"pre"	"1-day"	8.050013	5
"Rutgers"	5	1	2	2	"Devalued"	"pre"	"1-day"	10.90002	3
"Rutgers"	5	1	2	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	4	"Valued"	"pre"	"1-day"	5.700004	5
"Rutgers"	5	1	2	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	6	"Valued"	"pre"	"1-day"	6.800008	5
"Rutgers"	5	1	2	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	8	"Devalued"	"pre"	"1-day"	4.549999	3
"Rutgers"	5	1	2	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	10	"Devalued"	"pre"	"1-day"	4.499999	3
"Rutgers"	5	1	2	11	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	12	"Valued"	"pre"	"1-day"	5.350002	5
"Rutgers"	5	1	2	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	14	"Devalued"	"pre"	"1-day"	8.150013	3
"Rutgers"	5	1	2	15	"Valued"	"pre"	"1-day"	10.45002	5
"Rutgers"	5	1	2	16	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	17	"Devalued"	"pre"	"1-day"	8.300014	3
"Rutgers"	5	1	2	18	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	5	1	2	19	"Valued"	"pre"	"1-day"	5.550003	5
"Rutgers"	5	1	2	20	"Devalued"	"pre"	"1-day"	10.10002	3
"Rutgers"	5	1	3	1	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	5	1	3	2	"Devalued"	"post"	"1-day"	5.650003	0
"Rutgers"	5	1	3	3	"Valued"	"post"	"1-day"	6.100005	5
"Rutgers"	5	1	3	4	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	5	1	3	5	"Valued"	"post"	"1-day"	6.300006	5
"Rutgers"	5	1	3	6	"Devalued"	"post"	"1-day"	5.650003	0
"Rutgers"	5	1	3	7	"Valued"	"post"	"1-day"	6.050005	5
"Rutgers"	5	1	3	8	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	5	1	3	9	"Devalued"	"post"	"1-day"	6.550007	0
"Rutgers"	6	1	1	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	2	"Devalued"	"pre"	"1-day"	0.25	5
"Rutgers"	6	1	1	3	"Valued"	"pre"	"1-day"	2.799999	5
"Rutgers"	6	1	1	4	"Devalued"	"pre"	"1-day"	5.650003	5
"Rutgers"	6	1	1	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	6	"Devalued"	"pre"	"1-day"	4.399999	5
"Rutgers"	6	1	1	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	8	"Valued"	"pre"	"1-day"	8.400014	5
"Rutgers"	6	1	1	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	10	"Valued"	"pre"	"1-day"	4.549999	5
"Rutgers"	6	1	1	11	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	12	"Valued"	"pre"	"1-day"	6.400006	5
"Rutgers"	6	1	1	13	"Devalued"	"pre"	"1-day"	3.749998	5
"Rutgers"	6	1	1	14	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	15	"Devalued"	"pre"	"1-day"	9.600019	5
"Rutgers"	6	1	1	16	"Valued"	"pre"	"1-day"	4.85	5
"Rutgers"	6	1	1	17	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	1	18	"Valued"	"pre"	"1-day"	4.549999	5
"Rutgers"	6	1	1	19	"Devalued"	"pre"	"1-day"	8.550014	5
"Rutgers"	6	1	1	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	2	"Devalued"	"pre"	"1-day"	6.300006	5
"Rutgers"	6	1	2	3	"Valued"	"pre"	"1-day"	3.999997	5
"Rutgers"	6	1	2	4	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	5	"Valued"	"pre"	"1-day"	4.65	5
"Rutgers"	6	1	2	6	"Devalued"	"pre"	"1-day"	5.850004	5
"Rutgers"	6	1	2	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	8	"Devalued"	"pre"	"1-day"	6.800008	5
"Rutgers"	6	1	2	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	10	"Valued"	"pre"	"1-day"	4.049997	5
"Rutgers"	6	1	2	11	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	12	"Devalued"	"pre"	"1-day"	6.550007	5
"Rutgers"	6	1	2	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	14	"Valued"	"pre"	"1-day"	9.050016	5
"Rutgers"	6	1	2	15	"Devalued"	"pre"	"1-day"	3.999997	5
"Rutgers"	6	1	2	16	"Valued"	"pre"	"1-day"	5.400002	5
"Rutgers"	6	1	2	17	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	18	"Valued"	"pre"	"1-day"	5.950005	5
"Rutgers"	6	1	2	19	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	6	1	2	20	"Devalued"	"pre"	"1-day"	6.350006	5
"Rutgers"	6	1	3	1	"Devalued"	"post"	"1-day"	4.549999	2
"Rutgers"	6	1	3	2	"Valued"	"post"	"1-day"	4.349998	4
"Rutgers"	6	1	3	3	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	6	1	3	4	"Devalued"	"post"	"1-day"	4.8	2
"Rutgers"	6	1	3	5	"Valued"	"post"	"1-day"	4.65	4
"Rutgers"	6	1	3	6	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	6	1	3	7	"Devalued"	"post"	"1-day"	4.950001	2
"Rutgers"	6	1	3	8	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	6	1	3	9	"Valued"	"post"	"1-day"	4.599999	4
"Rutgers"	7	1	1	1	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	2	"Devalued"	"pre"	"1-day"	2.799999	5
"Rutgers"	7	1	1	3	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	4	"Devalued"	"pre"	"1-day"	5.600003	5
"Rutgers"	7	1	1	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	6	"Devalued"	"pre"	"1-day"	7.850012	5
"Rutgers"	7	1	1	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	8	"Devalued"	"pre"	"1-day"	7.650011	5
"Rutgers"	7	1	1	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	10	"Valued"	"pre"	"1-day"	9.750019	5
"Rutgers"	7	1	1	11	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	12	"Valued"	"pre"	"1-day"	5.550003	5
"Rutgers"	7	1	1	13	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	14	"Valued"	"pre"	"1-day"	5.100001	5
"Rutgers"	7	1	1	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	1	16	"Valued"	"pre"	"1-day"	2.649999	5
"Rutgers"	7	1	1	17	"Devalued"	"pre"	"1-day"	3.799998	5
"Rutgers"	7	1	1	18	"Valued"	"pre"	"1-day"	8.400014	5
"Rutgers"	7	1	1	19	"Devalued"	"pre"	"1-day"	7.150009	5
"Rutgers"	7	1	1	20	"Valued"	"pre"	"1-day"	10.15002	5
"Rutgers"	7	1	2	1	"Devalued"	"pre"	"1-day"	4.950001	5
"Rutgers"	7	1	2	2	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	3	"Devalued"	"pre"	"1-day"	7.700011	5
"Rutgers"	7	1	2	4	"Valued"	"pre"	"1-day"	3.699998	5
"Rutgers"	7	1	2	5	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	6	"Valued"	"pre"	"1-day"	3.449998	5
"Rutgers"	7	1	2	7	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	8	"Valued"	"pre"	"1-day"	3.249998	5
"Rutgers"	7	1	2	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	10	"Devalued"	"pre"	"1-day"	7.50001	5
"Rutgers"	7	1	2	11	"Valued"	"pre"	"1-day"	5.350002	5
"Rutgers"	7	1	2	12	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	13	"Valued"	"pre"	"1-day"	6.000005	5
"Rutgers"	7	1	2	14	"Devalued"	"pre"	"1-day"	4.85	5
"Rutgers"	7	1	2	15	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	16	"Devalued"	"pre"	"1-day"	10.15002	5
"Rutgers"	7	1	2	17	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	2	18	"Valued"	"pre"	"1-day"	3.249998	5
"Rutgers"	7	1	2	19	"Devalued"	"pre"	"1-day"	9.250017	5
"Rutgers"	7	1	2	20	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	7	1	3	1	"Valued"	"post"	"1-day"	2.999998	3
"Rutgers"	7	1	3	2	"Devalued"	"post"	"1-day"	0	0
"Rutgers"	7	1	3	3	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	7	1	3	4	"Valued"	"post"	"1-day"	5.000001	3
"Rutgers"	7	1	3	5	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	7	1	3	6	"Valued"	"post"	"1-day"	4.349998	3
"Rutgers"	7	1	3	7	"Devalued"	"post"	"1-day"	0	0
"Rutgers"	7	1	3	8	"Rest"	"post"	"1-day"	0	NA
"Rutgers"	7	1	3	9	"Devalued"	"post"	"1-day"	0	0
"Rutgers"	8	1	1	1	"Devalued"	"pre"	"1-day"	0.6000001	2
"Rutgers"	8	1	1	2	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	8	1	1	3	"Devalued"	"pre"	"1-day"	1.1	2
"Rutgers"	8	1	1	4	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	8	1	1	5	"Valued"	"pre"	"1-day"	3.099998	3
"Rutgers"	8	1	1	6	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	8	1	1	7	"Devalued"	"pre"	"1-day"	2.149999	2
"Rutgers"	8	1	1	8	"Valued"	"pre"	"1-day"	1.849999	3
"Rutgers"	8	1	1	9	"Rest"	"pre"	"1-day"	0	NA
"Rutgers"	8	1	1	10	"Valued"	"pre"	"1-day"	3.149998	3
"Rutgers"	8	1	1	11	"Devalued"	"pre"	"1-day"	2.099999	2
"Rutgers"	8	1	1	12	"Rest"	"pre"	"1-day"	0	NA
